,Cancer,Gender,Larynx,Lung,Nasal,Race,State,Trachea,Year
1489,Larynx,Male,8.8,,,White,VT,,2003
1490,Larynx,Male,9.8,,,White,VT,,2004
1491,Larynx,Male,7.7,,,White,VT,,2005
1492,Larynx,Male,7.1,,,White,VT,,2006
1493,Larynx,Male,8.4,,,White,VT,,2007
1494,Larynx,Male,8.4,,,White,VT,,2008
1495,Larynx,Male,7.7,,,White,VT,,2009
1496,Larynx,Male,8.4,,,White,VT,,2010
1497,Larynx,Male,10.4,,,White,VT,,2011
1498,Larynx,Male,6.4,,,White,VT,,2012
1499,Larynx,Male,8.1,,,White,VT,,2013
1500,Larynx,Male,9.4,,,White,VT,,2014
1501,Larynx,Male,7.1,,,White,VT,,2015
1502,Larynx,Male,7.130229915514834,,,White,VT,,2016
1503,Larynx,Male,8.890314166762707,,,White,VT,,2017
1504,Larynx,Male,7.6444966577842335,,,White,VT,,2018
1505,Larynx,Male,2.6578329769116213,,,White,VT,,2019
1506,Larynx,Male,6.293335863760595,,,White,VT,,2020
1507,Larynx,Male,4.650894115869209,,,White,VT,,2021
1508,Larynx,Male,0.0,,,White,VT,,2022
1509,Larynx,Male,5.165280788216436,,,White,VT,,2023
1510,Larynx,Male,1.51824570378085,,,White,VT,,2024
1511,Larynx,Male,0.0,,,White,VT,,2025
1512,Lung,Female,,72.9,,White,OR,,1999
1513,Lung,Female,,70.4,,White,OR,,2000
1514,Lung,Female,,75.4,,White,OR,,2001
1515,Lung,Female,,72.8,,White,OR,,2002
1516,Lung,Female,,72.0,,White,OR,,2003
1517,Lung,Female,,74.3,,White,OR,,2004
1518,Lung,Female,,75.3,,White,OR,,2005
1519,Lung,Female,,73.3,,White,OR,,2006
1520,Lung,Female,,74.0,,White,OR,,2007
1521,Lung,Female,,74.8,,White,OR,,2008
1522,Lung,Female,,74.2,,White,OR,,2009
1523,Lung,Female,,70.2,,White,OR,,2010
1524,Lung,Female,,76.1,,White,OR,,2011
1525,Lung,Female,,73.0,,White,OR,,2012
1526,Lung,Female,,71.5,,White,OR,,2013
1527,Lung,Female,,72.5,,White,OR,,2014
1528,Lung,Female,,64.4,,White,OR,,2015
1529,Lung,Female,,71.65026580840666,,White,OR,,2016
1530,Lung,Female,,57.52696362773688,,White,OR,,2017
1531,Lung,Female,,7.2309321879506205,,White,OR,,2018
1532,Lung,Female,,0.0,,White,OR,,2019
1533,Lung,Female,,0.0,,White,OR,,2020
1534,Lung,Female,,0.0,,White,OR,,2021
1535,Lung,Female,,0.0,,White,OR,,2022
1536,Lung,Female,,0.0,,White,OR,,2023
1537,Lung,Female,,0.0,,White,OR,,2024
1538,Lung,Female,,0.0,,White,OR,,2025
1539,Lung,Female,,54.7,,Black or African American,MI,,1999
1540,Lung,Female,,49.6,,Black or African American,MI,,2000
1541,Lung,Female,,52.9,,Black or African American,MI,,2001
1542,Lung,Female,,55.3,,Black or African American,MI,,2002
1543,Lung,Female,,54.1,,Black or African American,MI,,2003
1544,Lung,Female,,58.5,,Black or African American,MI,,2004
1545,Lung,Female,,60.7,,Black or African American,MI,,2005
1546,Lung,Female,,62.4,,Black or African American,MI,,2006
1547,Lung,Female,,60.7,,Black or African American,MI,,2007
1548,Lung,Female,,52.4,,Black or African American,MI,,2008
1549,Lung,Female,,58.2,,Black or African American,MI,,2009
1550,Lung,Female,,58.5,,Black or African American,MI,,2010
1551,Lung,Female,,62.8,,Black or African American,MI,,2011
1552,Lung,Female,,62.3,,Black or African American,MI,,2012
1553,Lung,Female,,61.0,,Black or African American,MI,,2013
1554,Lung,Female,,65.4,,Black or African American,MI,,2014
1555,Lung,Female,,56.8,,Black or African American,MI,,2015
1556,Lung,Female,,63.18914888182084,,Black or African American,MI,,2016
1557,Lung,Female,,37.263537985570615,,Black or African American,MI,,2017
1558,Lung,Female,,30.51784122852312,,Black or African American,MI,,2018
1559,Lung,Female,,37.71135023667007,,Black or African American,MI,,2019
1560,Lung,Female,,42.833408736931645,,Black or African American,MI,,2020
1561,Lung,Female,,12.484247805774064,,Black or African American,MI,,2021
1562,Lung,Female,,18.681048795891048,,Black or African American,MI,,2022
1563,Lung,Female,,0.0,,Black or African American,MI,,2023
1564,Lung,Female,,21.41655241411604,,Black or African American,MI,,2024
1565,Lung,Female,,9.71516615109416,,Black or African American,MI,,2025
1566,Nasal,Female,,,0.7,White,OH,,1999
1567,Nasal,Female,,,0.7,White,OH,,2000
1568,Nasal,Female,,,0.5,White,OH,,2001
1569,Nasal,Female,,,0.6,White,OH,,2002
1570,Nasal,Female,,,0.6,White,OH,,2003
1571,Nasal,Female,,,0.5,White,OH,,2004
1572,Nasal,Female,,,0.6,White,OH,,2005
1573,Nasal,Female,,,0.7,White,OH,,2006
1574,Nasal,Female,,,0.4,White,OH,,2007
1575,Nasal,Female,,,0.6,White,OH,,2008
1576,Nasal,Female,,,0.7,White,OH,,2009
1577,Nasal,Female,,,0.9,White,OH,,2010
1578,Nasal,Female,,,0.6,White,OH,,2011
1579,Nasal,Female,,,0.5,White,OH,,2012
1580,Nasal,Female,,,0.5,White,OH,,2013
1581,Nasal,Female,,,0.7,White,OH,,2014
1582,Nasal,Female,,,0.7,White,OH,,2015
1583,Nasal,Female,,,0.7474713793432191,White,OH,,2016
1584,Nasal,Female,,,0.3776274779532913,White,OH,,2017
1585,Nasal,Female,,,0.6295533998386528,White,OH,,2018
1586,Nasal,Female,,,0.7008189351751293,White,OH,,2019
1587,Nasal,Female,,,0.4417402451308723,White,OH,,2020
1588,Nasal,Female,,,0.4360279037765684,White,OH,,2021
1589,Nasal,Female,,,0.2487876258177925,White,OH,,2022
1590,Nasal,Female,,,0.30011425359494404,White,OH,,2023
1591,Nasal,Female,,,0.2966292252424252,White,OH,,2024
1592,Nasal,Female,,,0.3393175282009836,White,OH,,2025
1593,Larynx,Male,9.7,,,Black or African American,MI,,1999
1594,Larynx,Male,8.5,,,Black or African American,MI,,2000
1595,Larynx,Male,9.3,,,Black or African American,MI,,2001
1596,Larynx,Male,9.2,,,Black or African American,MI,,2002
1597,Larynx,Male,6.8,,,Black or African American,MI,,2003
1598,Larynx,Male,7.5,,,Black or African American,MI,,2004
1599,Larynx,Male,9.3,,,Black or African American,MI,,2005
1600,Larynx,Male,9.3,,,Black or African American,MI,,2006
1601,Larynx,Male,10.4,,,Black or African American,MI,,2007
1602,Larynx,Male,6.9,,,Black or African American,MI,,2008
1603,Larynx,Male,7.2,,,Black or African American,MI,,2009
1604,Larynx,Male,9.5,,,Black or African American,MI,,2010
1605,Larynx,Male,8.9,,,Black or African American,MI,,2011
1606,Larynx,Male,9.2,,,Black or African American,MI,,2012
1607,Larynx,Male,6.5,,,Black or African American,MI,,2013
1608,Larynx,Male,8.5,,,Black or African American,MI,,2014
1609,Larynx,Male,8.0,,,Black or African American,MI,,2015
1610,Larynx,Male,9.54061658219818,,,Black or African American,MI,,2016
1611,Larynx,Male,11.056613744329304,,,Black or African American,MI,,2017
1612,Larynx,Male,5.947628478655883,,,Black or African American,MI,,2018
1613,Larynx,Male,12.347932117743898,,,Black or African American,MI,,2019
1614,Larynx,Male,3.0222932952644648,,,Black or African American,MI,,2020
1615,Larynx,Male,11.634921174323312,,,Black or African American,MI,,2021
1616,Larynx,Male,0.0,,,Black or African American,MI,,2022
1617,Larynx,Male,15.563063657878546,,,Black or African American,MI,,2023
1618,Larynx,Male,0.0,,,Black or African American,MI,,2024
1619,Larynx,Male,22.98735182248651,,,Black or African American,MI,,2025
1620,Larynx,Male,5.8,,,White,AZ,,1999
1621,Larynx,Male,6.5,,,White,AZ,,2000
1622,Larynx,Male,6.8,,,White,AZ,,2001
1623,Larynx,Male,5.6,,,White,AZ,,2002
1624,Larynx,Male,5.7,,,White,AZ,,2003
1625,Larynx,Male,4.8,,,White,AZ,,2004
1626,Larynx,Male,5.3,,,White,AZ,,2005
1627,Larynx,Male,5.0,,,White,AZ,,2006
1628,Larynx,Male,4.8,,,White,AZ,,2007
1629,Larynx,Male,4.9,,,White,AZ,,2008
1630,Larynx,Male,4.6,,,White,AZ,,2009
1631,Larynx,Male,5.0,,,White,AZ,,2010
1632,Larynx,Male,4.6,,,White,AZ,,2011
1633,Larynx,Male,4.5,,,White,AZ,,2012
1634,Larynx,Male,5.0,,,White,AZ,,2013
1635,Larynx,Male,4.5,,,White,AZ,,2014
1636,Larynx,Male,4.1,,,White,AZ,,2015
1637,Larynx,Male,4.754294306737605,,,White,AZ,,2016
1638,Larynx,Male,4.195169707893909,,,White,AZ,,2017
1639,Larynx,Male,2.8796521089250677,,,White,AZ,,2018
1640,Larynx,Male,0.578326318980967,,,White,AZ,,2019
1641,Larynx,Male,1.9279836149895144,,,White,AZ,,2020
1642,Larynx,Male,0.0,,,White,AZ,,2021
1643,Larynx,Male,0.4350800016148957,,,White,AZ,,2022
1644,Larynx,Male,0.19696390454575094,,,White,AZ,,2023
1645,Larynx,Male,0.0,,,White,AZ,,2024
1646,Larynx,Male,0.6659821977330873,,,White,AZ,,2025
1647,Lung,Female,,80.3,,White,KY,,1999
1648,Lung,Female,,83.0,,White,KY,,2000
1649,Lung,Female,,85.2,,White,KY,,2001
1650,Lung,Female,,88.0,,White,KY,,2002
1651,Lung,Female,,88.7,,White,KY,,2003
1652,Lung,Female,,90.2,,White,KY,,2004
1653,Lung,Female,,95.4,,White,KY,,2005
1654,Lung,Female,,95.9,,White,KY,,2006
1655,Lung,Female,,97.8,,White,KY,,2007
1656,Lung,Female,,101.8,,White,KY,,2008
1657,Lung,Female,,99.9,,White,KY,,2009
1658,Lung,Female,,104.1,,White,KY,,2010
1659,Lung,Female,,103.3,,White,KY,,2011
1660,Lung,Female,,103.5,,White,KY,,2012
1661,Lung,Female,,104.3,,White,KY,,2013
1662,Lung,Female,,106.0,,White,KY,,2014
1663,Lung,Female,,106.5,,White,KY,,2015
1664,Lung,Female,,107.79703948231712,,White,KY,,2016
1665,Lung,Female,,63.18013409075699,,White,KY,,2017
1666,Lung,Female,,11.141313691254844,,White,KY,,2018
1667,Lung,Female,,0.0,,White,KY,,2019
1668,Lung,Female,,0.0,,White,KY,,2020
1669,Lung,Female,,0.0,,White,KY,,2021
1670,Lung,Female,,0.0,,White,KY,,2022
1671,Lung,Female,,0.0,,White,KY,,2023
1672,Lung,Female,,0.0,,White,KY,,2024
1673,Lung,Female,,5.650866040955847,,White,KY,,2025
1674,Nasal,Male,,,0.9,White,NJ,,1999
1675,Nasal,Male,,,1.0,White,NJ,,2000
1676,Nasal,Male,,,1.0,White,NJ,,2001
1677,Nasal,Male,,,1.1,White,NJ,,2002
1678,Nasal,Male,,,1.0,White,NJ,,2003
1679,Nasal,Male,,,0.7,White,NJ,,2004
1680,Nasal,Male,,,0.8,White,NJ,,2005
1681,Nasal,Male,,,1.0,White,NJ,,2006
1682,Nasal,Male,,,0.9,White,NJ,,2007
1683,Nasal,Male,,,1.3,White,NJ,,2008
1684,Nasal,Male,,,1.1,White,NJ,,2009
1685,Nasal,Male,,,0.8,White,NJ,,2010
1686,Nasal,Male,,,0.9,White,NJ,,2011
1687,Nasal,Male,,,1.1,White,NJ,,2012
1688,Nasal,Male,,,0.7,White,NJ,,2013
1689,Nasal,Male,,,0.9,White,NJ,,2014
1690,Nasal,Male,,,1.0,White,NJ,,2015
1691,Nasal,Male,,,0.7940435951572005,White,NJ,,2016
1692,Nasal,Male,,,0.5188510658670178,White,NJ,,2017
1693,Nasal,Male,,,1.0501678592452963,White,NJ,,2018
1694,Nasal,Male,,,0.308719328675473,White,NJ,,2019
1695,Nasal,Male,,,0.5599555318770589,White,NJ,,2020
1696,Nasal,Male,,,1.0181748499978744,White,NJ,,2021
1697,Nasal,Male,,,0.0,White,NJ,,2022
1698,Nasal,Male,,,0.3853342287192856,White,NJ,,2023
1699,Nasal,Male,,,0.6302004770212253,White,NJ,,2024
1700,Nasal,Male,,,0.0,White,NJ,,2025
1701,Lung,Male,,107.7,,White,LA,,1999
1702,Lung,Male,,107.5,,White,LA,,2000
1703,Lung,Male,,102.7,,White,LA,,2001
1704,Lung,Male,,98.7,,White,LA,,2002
1705,Lung,Male,,103.9,,White,LA,,2003
1706,Lung,Male,,104.8,,White,LA,,2004
1707,Lung,Male,,101.3,,White,LA,,2005
1708,Lung,Male,,102.5,,White,LA,,2006
1709,Lung,Male,,99.2,,White,LA,,2007
1710,Lung,Male,,103.7,,White,LA,,2008
1711,Lung,Male,,95.2,,White,LA,,2009
1712,Lung,Male,,99.4,,White,LA,,2010
1713,Lung,Male,,95.6,,White,LA,,2011
1714,Lung,Male,,95.9,,White,LA,,2012
1715,Lung,Male,,91.3,,White,LA,,2013
1716,Lung,Male,,94.5,,White,LA,,2014
1717,Lung,Male,,90.7,,White,LA,,2015
1718,Lung,Male,,91.41346390675581,,White,LA,,2016
1719,Lung,Male,,89.79148666713137,,White,LA,,2017
1720,Lung,Male,,6.738041899904302,,White,LA,,2018
1721,Lung,Male,,74.32022179490153,,White,LA,,2019
1722,Lung,Male,,0.0,,White,LA,,2020
1723,Lung,Male,,126.59102826280501,,White,LA,,2021
1724,Lung,Male,,0.0,,White,LA,,2022
1725,Lung,Male,,313.4812435009002,,White,LA,,2023
1726,Lung,Male,,0.0,,White,LA,,2024
1727,Lung,Male,,780.4802156688338,,White,LA,,2025
1728,Lung,Female,,30.5,,Black or African American,NC,,1999
1729,Lung,Female,,30.2,,Black or African American,NC,,2000
1730,Lung,Female,,33.3,,Black or African American,NC,,2001
1731,Lung,Female,,35.9,,Black or African American,NC,,2002
1732,Lung,Female,,37.2,,Black or African American,NC,,2003
1733,Lung,Female,,36.4,,Black or African American,NC,,2004
1734,Lung,Female,,40.9,,Black or African American,NC,,2005
1735,Lung,Female,,39.3,,Black or African American,NC,,2006
1736,Lung,Female,,44.6,,Black or African American,NC,,2007
1737,Lung,Female,,41.8,,Black or African American,NC,,2008
1738,Lung,Female,,45.3,,Black or African American,NC,,2009
1739,Lung,Female,,47.4,,Black or African American,NC,,2010
1740,Lung,Female,,45.1,,Black or African American,NC,,2011
1741,Lung,Female,,46.1,,Black or African American,NC,,2012
1742,Lung,Female,,46.6,,Black or African American,NC,,2013
1743,Lung,Female,,48.0,,Black or African American,NC,,2014
1744,Lung,Female,,50.5,,Black or African American,NC,,2015
1745,Lung,Female,,49.84382466700104,,Black or African American,NC,,2016
1746,Lung,Female,,45.80472630302351,,Black or African American,NC,,2017
1747,Lung,Female,,16.494182429920887,,Black or African American,NC,,2018
1748,Lung,Female,,27.106868386172614,,Black or African American,NC,,2019
1749,Lung,Female,,0.0,,Black or African American,NC,,2020
1750,Lung,Female,,18.553366016581,,Black or African American,NC,,2021
1751,Lung,Female,,0.0,,Black or African American,NC,,2022
1752,Lung,Female,,19.012429318216505,,Black or African American,NC,,2023
1753,Lung,Female,,0.0,,Black or African American,NC,,2024
1754,Lung,Female,,22.52538523183955,,Black or African American,NC,,2025
1755,Lung,Male,,75.8,,White,NE,,1999
1756,Lung,Male,,76.4,,White,NE,,2000
1757,Lung,Male,,79.7,,White,NE,,2001
1758,Lung,Male,,79.7,,White,NE,,2002
1759,Lung,Male,,78.2,,White,NE,,2003
1760,Lung,Male,,89.6,,White,NE,,2004
1761,Lung,Male,,81.6,,White,NE,,2005
1762,Lung,Male,,81.5,,White,NE,,2006
1763,Lung,Male,,81.6,,White,NE,,2007
1764,Lung,Male,,74.1,,White,NE,,2008
1765,Lung,Male,,73.0,,White,NE,,2009
1766,Lung,Male,,75.0,,White,NE,,2010
1767,Lung,Male,,74.1,,White,NE,,2011
1768,Lung,Male,,78.4,,White,NE,,2012
1769,Lung,Male,,78.7,,White,NE,,2013
1770,Lung,Male,,77.1,,White,NE,,2014
1771,Lung,Male,,73.8,,White,NE,,2015
1772,Lung,Male,,70.97726659958738,,White,NE,,2016
1773,Lung,Male,,17.491203885709908,,White,NE,,2017
1774,Lung,Male,,10.173882621598576,,White,NE,,2018
1775,Lung,Male,,5.316877702967156,,White,NE,,2019
1776,Lung,Male,,52.29093685423511,,White,NE,,2020
1777,Lung,Male,,55.74467769018239,,White,NE,,2021
1778,Lung,Male,,29.06921181325758,,White,NE,,2022
1779,Lung,Male,,9.615260497483636,,White,NE,,2023
1780,Lung,Male,,0.0,,White,NE,,2024
1781,Lung,Male,,0.0,,White,NE,,2025
1782,Lung,Male,,25.9,,Asian or Pacific Islander,NY,,1999
1783,Lung,Male,,28.9,,Asian or Pacific Islander,NY,,2000
1784,Lung,Male,,33.2,,Asian or Pacific Islander,NY,,2001
1785,Lung,Male,,26.5,,Asian or Pacific Islander,NY,,2002
1786,Lung,Male,,33.7,,Asian or Pacific Islander,NY,,2003
1787,Lung,Male,,34.5,,Asian or Pacific Islander,NY,,2004
1788,Lung,Male,,36.8,,Asian or Pacific Islander,NY,,2005
1789,Lung,Male,,31.2,,Asian or Pacific Islander,NY,,2006
1790,Lung,Male,,36.5,,Asian or Pacific Islander,NY,,2007
1791,Lung,Male,,36.2,,Asian or Pacific Islander,NY,,2008
1792,Lung,Male,,39.7,,Asian or Pacific Islander,NY,,2009
1793,Lung,Male,,39.8,,Asian or Pacific Islander,NY,,2010
1794,Lung,Male,,40.1,,Asian or Pacific Islander,NY,,2011
1795,Lung,Male,,41.3,,Asian or Pacific Islander,NY,,2012
1796,Lung,Male,,41.3,,Asian or Pacific Islander,NY,,2013
1797,Lung,Male,,44.7,,Asian or Pacific Islander,NY,,2014
1798,Lung,Male,,47.5,,Asian or Pacific Islander,NY,,2015
1799,Lung,Male,,46.141733359479296,,Asian or Pacific Islander,NY,,2016
1800,Lung,Male,,40.1742501848343,,Asian or Pacific Islander,NY,,2017
1801,Lung,Male,,48.96137018252003,,Asian or Pacific Islander,NY,,2018
1802,Lung,Male,,51.99391717139003,,Asian or Pacific Islander,NY,,2019
1803,Lung,Male,,26.61739655688786,,Asian or Pacific Islander,NY,,2020
1804,Lung,Male,,35.329200011237624,,Asian or Pacific Islander,NY,,2021
1805,Lung,Male,,19.525476837442667,,Asian or Pacific Islander,NY,,2022
1806,Lung,Male,,38.5859343856792,,Asian or Pacific Islander,NY,,2023
1807,Lung,Male,,10.238783386117733,,Asian or Pacific Islander,NY,,2024
1808,Lung,Male,,36.268334860432255,,Asian or Pacific Islander,NY,,2025
1809,Larynx,Male,9.2,,,Black or African American,NC,,1999
1810,Larynx,Male,10.2,,,Black or African American,NC,,2000
1811,Larynx,Male,9.0,,,Black or African American,NC,,2001
1812,Larynx,Male,9.6,,,Black or African American,NC,,2002
1813,Larynx,Male,8.6,,,Black or African American,NC,,2003
1814,Larynx,Male,9.9,,,Black or African American,NC,,2004
1815,Larynx,Male,10.7,,,Black or African American,NC,,2005
1816,Larynx,Male,10.4,,,Black or African American,NC,,2006
1817,Larynx,Male,10.2,,,Black or African American,NC,,2007
1818,Larynx,Male,10.1,,,Black or African American,NC,,2008
1819,Larynx,Male,9.0,,,Black or African American,NC,,2009
1820,Larynx,Male,9.5,,,Black or African American,NC,,2010
1821,Larynx,Male,8.9,,,Black or African American,NC,,2011
1822,Larynx,Male,9.7,,,Black or African American,NC,,2012
1823,Larynx,Male,7.0,,,Black or African American,NC,,2013
1824,Larynx,Male,8.9,,,Black or African American,NC,,2014
1825,Larynx,Male,9.3,,,Black or African American,NC,,2015
1826,Larynx,Male,8.96310744490874,,,Black or African American,NC,,2016
1827,Larynx,Male,4.739868737316269,,,Black or African American,NC,,2017
1828,Larynx,Male,5.191715234644042,,,Black or African American,NC,,2018
1829,Larynx,Male,3.2637022507956983,,,Black or African American,NC,,2019
1830,Larynx,Male,2.8066901396550565,,,Black or African American,NC,,2020
1831,Larynx,Male,2.2016547638575563,,,Black or African American,NC,,2021
1832,Larynx,Male,1.21550026528471,,,Black or African American,NC,,2022
1833,Larynx,Male,0.8746864529028626,,,Black or African American,NC,,2023
1834,Larynx,Male,0.7534816088453864,,,Black or African American,NC,,2024
1835,Larynx,Male,0.3512251791519996,,,Black or African American,NC,,2025
1836,Lung,Male,,75.5,,Black or African American,TX,,1999
1837,Lung,Male,,74.7,,Black or African American,TX,,2000
1838,Lung,Male,,69.4,,Black or African American,TX,,2001
1839,Lung,Male,,68.8,,Black or African American,TX,,2002
1840,Lung,Male,,76.2,,Black or African American,TX,,2003
1841,Lung,Male,,69.7,,Black or African American,TX,,2004
1842,Lung,Male,,70.8,,Black or African American,TX,,2005
1843,Lung,Male,,64.5,,Black or African American,TX,,2006
1844,Lung,Male,,66.8,,Black or African American,TX,,2007
1845,Lung,Male,,66.3,,Black or African American,TX,,2008
1846,Lung,Male,,60.5,,Black or African American,TX,,2009
1847,Lung,Male,,55.3,,Black or African American,TX,,2010
1848,Lung,Male,,58.2,,Black or African American,TX,,2011
1849,Lung,Male,,58.2,,Black or African American,TX,,2012
1850,Lung,Male,,58.7,,Black or African American,TX,,2013
1851,Lung,Male,,55.7,,Black or African American,TX,,2014
1852,Lung,Male,,53.5,,Black or African American,TX,,2015
1853,Lung,Male,,52.770563129646895,,Black or African American,TX,,2016
1854,Lung,Male,,23.039923066981487,,Black or African American,TX,,2017
1855,Lung,Male,,24.051960206379754,,Black or African American,TX,,2018
1856,Lung,Male,,23.362101548457733,,Black or African American,TX,,2019
1857,Lung,Male,,8.210263427905241,,Black or African American,TX,,2020
1858,Lung,Male,,0.0,,Black or African American,TX,,2021
1859,Lung,Male,,0.3435465820631176,,Black or African American,TX,,2022
1860,Lung,Male,,1.175434237631798,,Black or African American,TX,,2023
1861,Lung,Male,,0.0,,Black or African American,TX,,2024
1862,Lung,Male,,0.0,,Black or African American,TX,,2025
1863,Lung,Male,,89.1,,White,VT,,1999
1864,Lung,Male,,85.9,,White,VT,,2000
1865,Lung,Male,,77.4,,White,VT,,2001
1866,Lung,Male,,72.8,,White,VT,,2002
1867,Lung,Male,,91.2,,White,VT,,2003
1868,Lung,Male,,79.5,,White,VT,,2004
1869,Lung,Male,,83.7,,White,VT,,2005
1870,Lung,Male,,94.7,,White,VT,,2006
1871,Lung,Male,,86.3,,White,VT,,2007
1872,Lung,Male,,87.3,,White,VT,,2008
1873,Lung,Male,,84.0,,White,VT,,2009
1874,Lung,Male,,93.2,,White,VT,,2010
1875,Lung,Male,,83.8,,White,VT,,2011
1876,Lung,Male,,89.9,,White,VT,,2012
1877,Lung,Male,,89.3,,White,VT,,2013
1878,Lung,Male,,81.4,,White,VT,,2014
1879,Lung,Male,,91.4,,White,VT,,2015
1880,Lung,Male,,86.59228841351464,,White,VT,,2016
1881,Lung,Male,,87.91303759206181,,White,VT,,2017
1882,Lung,Male,,43.81156789720047,,White,VT,,2018
1883,Lung,Male,,38.33831227316916,,White,VT,,2019
1884,Lung,Male,,20.817515029640816,,White,VT,,2020
1885,Lung,Male,,17.18546962249016,,White,VT,,2021
1886,Lung,Male,,9.223077078670627,,White,VT,,2022
1887,Lung,Male,,8.829422001624707,,White,VT,,2023
1888,Lung,Male,,3.9227514907874483,,White,VT,,2024
1889,Lung,Male,,5.5340169599462286,,White,VT,,2025
1890,Lung,Male,,110.3,,White,AL,,1999
1891,Lung,Male,,111.5,,White,AL,,2000
1892,Lung,Male,,116.8,,White,AL,,2001
1893,Lung,Male,,112.6,,White,AL,,2002
1894,Lung,Male,,112.6,,White,AL,,2003
1895,Lung,Male,,118.0,,White,AL,,2004
1896,Lung,Male,,111.2,,White,AL,,2005
1897,Lung,Male,,116.6,,White,AL,,2006
1898,Lung,Male,,113.6,,White,AL,,2007
1899,Lung,Male,,121.0,,White,AL,,2008
1900,Lung,Male,,114.7,,White,AL,,2009
1901,Lung,Male,,115.2,,White,AL,,2010
1902,Lung,Male,,106.9,,White,AL,,2011
1903,Lung,Male,,113.8,,White,AL,,2012
1904,Lung,Male,,107.2,,White,AL,,2013
1905,Lung,Male,,111.4,,White,AL,,2014
1906,Lung,Male,,107.0,,White,AL,,2015
1907,Lung,Male,,110.65526438370155,,White,AL,,2016
1908,Lung,Male,,66.34669497913208,,White,AL,,2017
1909,Lung,Male,,24.205763058942342,,White,AL,,2018
1910,Lung,Male,,64.68643115108439,,White,AL,,2019
1911,Lung,Male,,5.0486692079743705,,White,AL,,2020
1912,Lung,Male,,66.09836345989412,,White,AL,,2021
1913,Lung,Male,,0.0,,White,AL,,2022
1914,Lung,Male,,89.4692732831393,,White,AL,,2023
1915,Lung,Male,,0.0,,White,AL,,2024
1916,Lung,Male,,161.53088251326562,,White,AL,,2025
1917,Lung,Male,,73.6,,Black or African American,IN,,1999
1918,Lung,Male,,64.6,,Black or African American,IN,,2000
1919,Lung,Male,,67.9,,Black or African American,IN,,2001
1920,Lung,Male,,76.5,,Black or African American,IN,,2002
1921,Lung,Male,,75.8,,Black or African American,IN,,2003
1922,Lung,Male,,66.8,,Black or African American,IN,,2004
1923,Lung,Male,,72.2,,Black or African American,IN,,2005
1924,Lung,Male,,65.1,,Black or African American,IN,,2006
1925,Lung,Male,,72.4,,Black or African American,IN,,2007
1926,Lung,Male,,70.3,,Black or African American,IN,,2008
1927,Lung,Male,,75.9,,Black or African American,IN,,2009
1928,Lung,Male,,65.4,,Black or African American,IN,,2010
1929,Lung,Male,,65.8,,Black or African American,IN,,2011
1930,Lung,Male,,62.2,,Black or African American,IN,,2012
1931,Lung,Male,,55.1,,Black or African American,IN,,2013
1932,Lung,Male,,64.8,,Black or African American,IN,,2014
1933,Lung,Male,,50.8,,Black or African American,IN,,2015
1934,Lung,Male,,63.63310373873515,,Black or African American,IN,,2016
1935,Lung,Male,,43.44748189706232,,Black or African American,IN,,2017
1936,Lung,Male,,4.624052219894917,,Black or African American,IN,,2018
1937,Lung,Male,,28.914508512997042,,Black or African American,IN,,2019
1938,Lung,Male,,0.0,,Black or African American,IN,,2020
1939,Lung,Male,,40.03071803775535,,Black or African American,IN,,2021
1940,Lung,Male,,0.0,,Black or African American,IN,,2022
1941,Lung,Male,,57.76003878873439,,Black or African American,IN,,2023
1942,Lung,Male,,0.0,,Black or African American,IN,,2024
1943,Lung,Male,,107.31502405628727,,Black or African American,IN,,2025
1944,Lung,Female,,56.1,,White,AZ,,1999
1945,Lung,Female,,61.7,,White,AZ,,2000
1946,Lung,Female,,61.5,,White,AZ,,2001
1947,Lung,Female,,58.7,,White,AZ,,2002
1948,Lung,Female,,60.8,,White,AZ,,2003
1949,Lung,Female,,59.8,,White,AZ,,2004
1950,Lung,Female,,64.2,,White,AZ,,2005
1951,Lung,Female,,60.3,,White,AZ,,2006
1952,Lung,Female,,62.2,,White,AZ,,2007
1953,Lung,Female,,60.0,,White,AZ,,2008
1954,Lung,Female,,63.8,,White,AZ,,2009
1955,Lung,Female,,60.1,,White,AZ,,2010
1956,Lung,Female,,62.9,,White,AZ,,2011
1957,Lung,Female,,63.0,,White,AZ,,2012
1958,Lung,Female,,62.4,,White,AZ,,2013
1959,Lung,Female,,61.6,,White,AZ,,2014
1960,Lung,Female,,63.6,,White,AZ,,2015
1961,Lung,Female,,63.497891428076066,,White,AZ,,2016
1962,Lung,Female,,80.7102469369208,,White,AZ,,2017
1963,Lung,Female,,45.5478340143352,,White,AZ,,2018
1964,Lung,Female,,88.70089321801916,,White,AZ,,2019
1965,Lung,Female,,0.0,,White,AZ,,2020
1966,Lung,Female,,113.57325613573349,,White,AZ,,2021
1967,Lung,Female,,0.0,,White,AZ,,2022
1968,Lung,Female,,200.50728036977898,,White,AZ,,2023
1969,Lung,Female,,0.0,,White,AZ,,2024
1970,Lung,Female,,411.8440205000658,,White,AZ,,2025
1971,Lung,Female,,54.7,,Black or African American,MI,,1999
1972,Lung,Female,,49.6,,Black or African American,MI,,2000
1973,Lung,Female,,52.9,,Black or African American,MI,,2001
1974,Lung,Female,,55.3,,Black or African American,MI,,2002
1975,Lung,Female,,54.1,,Black or African American,MI,,2003
